text,label
"Aku mau mengkonsumsi wortel, dikarenakan penglihatan mataku ganggu bgt kalo mlm",1
"Tenang, Makan Telur Tidak Lantas Sebabkan Bisul http://de.tk/6JdEbh
 via 
@detikHealth",0
"makan telur versi poached, coddled, fried, scrambled, boiled, salted, omelet bisa bikin bisul jalan -_-",1
ga lagi makan telur pasti abis tu dateng bisul di sikuLoudly crying face,1
"ah ilah , gini nih kalo abis makan telur .
bisul pada nongol -_-
udah mana sakit lagi -_-",1
Makan telur terus.. Bisul nya nyusul ya.!! :),1
makan telur = bisul melanda -..-,1
"Kenali Gejala Skizofrenia, Gangguan Kepribadian Ganda http://bit.ly/1sPWcfh
",1
"Mental Health Myth: Pasien Skizofrenia Memiliki Kepribadian Ganda

The answer is FALSE 
Check out… https://instagram.com/p/7eRwB3KOjM/
",0
Novi Amalia model cantik bertingkah lagi. Diduga novi mengalami Skizofrenia/kepribadian ganda.(Sumber: Metrotv),1
"Skizofrenia Serupa Kepribadian Ganda hanya Mitos http://bit.ly/2chrMnj
 #infoWCC",0
"Pakar kesehatan menyebutkan bahwa mitos bahwa makan timun bisa menyebabkan masalah keputihan pada wanita ternyata tidak benar
.
.
Follow us on instagram 
@hcare_id

.
.
#hcare #hcareid #tipssehat #artikelkesehatan #kesehatan #sehat #infosehat #hidupsehat #indonesiasehat #faktaunik",0
"Mitos: Makan nanas, pisang, terong, dan timun menyebabkan keputihan. 
@PortalGarda
 #BEHEALTHY #LaskarGaruda",0
"3. Mitos: ""mengonsumsi timun bisa menyebabkan keputihan."" Fakta: Salah. Tidak ada kandungan dari ketimun yang bisa menyebabkan keputihan.",0
"Buah-buahan : nenas, sengkuang dan timun juga boleh menyebabkan keputihan. Kurangkan pengambilan buah-buahan ini",1
"Nanas muda mencegah kehamilan hanyalah mitos belaka. 

Siap siap deh lu ya yg blendung bakalan jadi emak emak
Yg nge blendungin jadi bapak nya

Hahahaha Ngakak Abiez",0
masa anak smp udah tau kalo nanas bisa mencegah kehamilan,1
"buah apa yg bisa mencegah kehamilan? Nanas Muda #sawityowit #LoL @adilesganz 
@adityaputraN
 
@tomzad",1
#tweetbuah nanas muda untuk mencegah kehamilan,1
"CEK FAKTA: Air Nanas Bisa Bunuh Sel Kanker? Ini Faktanya: Informasi terkait air nanas bisa membunuh sel kanker tidak benar. Faktanya, anjuran tersebut tidak memiliki dasar ilmiah.",0
"Buah Nanas menghambat tumbuhnya sel kanker

Buah nanas adalah salah satu buah yang banyak dijumpai di Indonesia.... http://fb.me/2hJm8HC09
",1
"Minum Segelas Air Nanas Cegah Kanker: Nanas merupakan yang kaya nutrisi, sehingga memberikan banyak manfaat k... http://bit.ly/1XSyuTk",1
"okezonenews : Minum Segelas Air Nanas Cegah Kanker http://okz.me/WjVt
 … https://twitter.com/okezonenews/status/738357145737957376)",1
"Mitos: Menggunakan Sambiloto,
Echinacea, Kelapa, Vitamin C, Air hangat akan mencegah atau menyembuhkan COVID.

Fakta: Zat-zat ini tidak terbukti mencegah atau menyembuhkan covid.

Tetap berpegang pada sains dan jangan tertipu oleh janji penyembuhan ajaib.",0
"Itu video soal uap air panas sembuhin covid tolong di-skip aja. Hoax itu.
***

Mending makan sup ayam dan minum susu hangat. Hangatnya melegakan, nutrisinya dapat. Jaga jarak, prefer di alam terbuka sambil berjemur, sembari tetap gunakan masker. InsyaAllah cepat pulih dah.",0
"Tiap kunjungan ke tempat pelanggan, sering ngobrol2 tentang cara masy. Sekitar ngadepi covid, dan ini beberapa yg mereka pake untuk obat. Minyak angin + air hangat, air bawang putih, air rebusan cengkeh",1
"Sdh berapa hari sejak bergejala ? Sy sdh 3 minggu sejak bergejala, sampe Skrg masih batuk (efek long covid). Banyak minum air hangat sj",1
"Siaga Covid
Selalu Pakai Masker
Cuci Tangan dgn Baik
Disiplin Jaga Jarak 
Mandi setelah bepergian
OR teratur
Minum Air Hangat Rutin
Konsumsi Makanan Cukup Gizi
Perbanyak Buah dan Sayur
Tambah Asupan #Herbal #ProBiotik 

http://wa.me/6285877390000

http://bit.ly/3eSpV7Y
",1
Bener banget! Haha. Mukus atau lendir dari covid itu cenderung bening putih bukan kuning atau hijau dan lebih thick jadi terapi minum air hangat dan di tempat dengan temperatur tinggi serta berjemur itu worthy sekali. Untuk bantu tubuh bisa mengeluarkan mukus itu.,1
Twit lain bilang Covid-19 dalam inkubasinya membeku di saluran pernafasan. Makanya sesak. Solusinya minum air hangat. Gue banget kopi panas ngebul!,1
"Halo #SahabatBPOM pernah mendengar berita yang mengatakan kandungan merkuri pada kosmetik bisa terdeteksi dengan menggosokkan cincin emas?

H.O.A.X atau F.A.K.T.A Tanda tanya tanda seru

Yuk! Simak infografis berikut!

Jangan lupa dilike dan share biar makin banyak yang imphoo! Wajah dengan sebelah mata mengedip",0
"mau tau cara deteksi kosmetik ber-merkuri? Oles kosmetik di tangan, lalu gosok2 dgn emas. Kometik brubah warna hitam = pake merkuri",1
"Cara gampang tahu kandungan merkuri pada kosmetik: oleskan pada emas, jika emas luntur pasti ada merkuri. Kalo krim berubah hitam berpotensi",1
itu pembuktian sederhana yg ngetest kosmetik ada merkuri atau ngganya di gosok2 pk emas bener yak??aku shock... http://fb.me/6qGY3ijAL,1
Apabila sudah di gosok2 dgn cincin emas warna bedak atau lipstik atau alat kosmetik lainnya berubah warna jadi hitam tandanya ada MERKURI,1
Ini 1 contoh dari ribuan hoax. Sy tak prnh lapor kpd Presiden adanya obat covid-19 hsl bertapa 40 hr. Yg benar ada orng meminta sy utk diantar menghadap Presiden krn stlh bertapa 40 hr menemukan obat vovid. Tentu sy tolak krn hal tsb pasti tak bs dipercaya,0
"""'Ini ada obat ini hasil bertapa 40 hari'. Saya menghadap Presiden untuk presentasi ini sudah dicoba orang sekampung sembuh semua, padahal waktu itu belom ada Covid-19,"" ujar Mahfud dalam dialog dengan organisisasi keagamaan secara virtual

Tautan:",1
"Pak 
@mohmahfudmd
 , mungkin kalau semua menteri bertapa 40 hari akan jadi lebih baik. Siapa tahu kan?",1
"Mahfud MD Buka Suara
Usai Disebut Temukan
Obat Covid-19
Hasil Bertapa 40 Hari.
.
https://pikiran-rakyat.com/nasional/pr-01",1
"Lapor Jokowi, ⁦
@mohmahfudmd
⁩ 'Setor' Obat Sembuhkan Covid-19 Hasil Bertapa 40 HariTanda centang putih tebal Beginilah kalau Menteri sudah putus asa",1
Mahfud MD: Saya Tak Pernah Lapor ke Presiden Adanya Obat Covid-19 Hasil Bertapa 40 Hari,0
"Bertapa 40 hari sambil nonton Sinetron ""Ikatan Cinta"" ya prof. 
@mohmahfudmd
 ..Wajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipitWajah tersenyum dengan mulut terbuka dan mata menyipit, plus Goyang Ubur-Ubur..
~•~
Lapor Jokowi, Mahfud MD 'Setor' Obat Sembuhkan Covid-19 Hasil Bertapa 40 Hari",1
asli sumbangan 2 T anjir,1
"Hari ini ada warga keturunan tionghoa mendonasikan 2 triliun untuk penanganan C19. Sayangnya Etnis Tionghoa sampai saat ini masih mengalami perlakuan rasis di negara ini. Dianggap tdk layak menjadi bagian dari bangsa ini.

Pertanyaannya ? Mengapa “kalian” masih membenci “kami” Wajah tersenyum dengan mata tersenyum",1
Sumbangan Rp 2 triliun dari keluarga Akidi Tio untuk penanganan COVID-19 jadi perbincangan. #kumparanNEWS,1
"Sumbangan 2 triliun! Wajah berteriak ketakutan

Itulah dana hibah yang diterima Pemprov Sumatera Selatan untuk penanggulangan Covid-19, 

dari pihak yang mengatasnamakan keluarga almarhum Akidi Tio 

Keluarga Akidi memiliki bisnis di bidang pembangunan dan kontraktor

https://regional.kompas.com/read/2021/07/27/073908178/keluarga-akidi-tio-ayah-hingga-anak-pengusaha-sumbang-rp-2-triliun-untuk?page=all
",1
"Tuhan trimakasih, karna sudah memgirim orang baik untuk bantu warga yg terdampak dg sumbangan Rp 2 TRILIUN tanpa nyinyir ato nyalahin pemerintah , amin .",1
"Sumbangan Rp 2 Triliun dari Akidi Tio, Bisa Disalurkan ke Mana?",1
"17.28 #BeritaSONORA - Heriyanti, anak Akidi Tio menjadi tersangka kasus penipuan sumbangan uang Rp 2 triliun untuk penanganan Covid-19 di Sumatera Selatan. http://dlvr.it/S4sxCK

@kompascom",0
Beberapa waktu lalu ramai beredar hoax tiap sesuap lele disebut mengandung 3000 sel kanker. Sekarang gantian ikan nila diterpa isu sebagai perusak…,0
"Apakah anda tau? Satu Suap Ikan LELE Mengandung 3000 Sel Kanker ?? http://fb.me/4qRzf9Uls
",1
Lele mengandung 3000 sel kanker = Hoax http://fb.me/29q5ixqpD,0
Fakta Mengerikan.....!!! Ternyata Dalam 1 Ekor Ikan Lele Mengandung 3000 Sel kanker {Ayo Sebarkan } http://fb.me/3DNpq7HFF,1
"LELE, IKAN PALING KOTOR, Satu Suap Ikan Lele Mengandung 3000 Sel Kanker. TOLONG DI SHARE - http://wp.me/p6MsV0-gr
 #tapisberseri",1
"Bahaya Mengintai Anda Jika Mengkonsumsi Lele, Satu Suap Ikan Lele Mengandung 3000 Sel Kanker http://dlvr.it/Bqg8D2
",1
"WOW...!!! Nyata-nyatanya, Satu Suap Ikan LELE Mengandung 3000 Sel Kanker. SEBELUM TERLAMBAT !! TOLONG DI sharing... http://fb.me/7D8TWOwoM
",1
Selama sepekan terakhir sejumlah hoaks yang berkaitan dengan virus covid-19 dan vaksinasi masih beredar di masyarakat seperti hoaks labu kuning sembuhkan COVID-19 dan hoaks bawang putih dapat mengeluarkan cairan dari paru-paru akibat COVID-19. #MetroSiang,0
"Bukan untuk Mengobati, Labu Kuning Berkhasiat Selama Masa Penyembuhan Covid-19",1
Baru beberapa hari lalu dapet wa tentang labu kuning buat obat covid. Hari ini jastip sayur yg ke komplek lgsg nyetok Tertawa berguling di lantai,1
"Labu Kuning Kukus Dapat Sembuhkan Covid-19 http://cirt.bulelengkab.go.id/verifikasi/detail/2977-labu-kuning-kukus-dapat-sembuhkan-covid-19
",1
"Ada lagi obat covid dr grup keluarga: ""Labu Kuning""",1
Buat pasien covid coba labu kuning direbus utk dimakan ..........inshaAllah semoga sembuh,1
Lesung pipi itu karena adanya lengkungan otot saat senyum dan biasanya juga faktor turunan: tuh kan bukan karna cabe ;p #buah hati & huggies,0
pen punya lesung pipi gmn caranya? katanya wktu bayinya dipakein cabe tp knp ibu aku ga cabein aku:(,1
"Dulu pas kecil mamah lupa nusuk2 cabe kepipi gw kali ya, gk ada lesung pipi :')",1
Yah!Mau pny lesung pipit kayak gue?!Trus cabe di tusuk2 ke pipi lu biar pny lesung pipit?!Yaelah Kalo g pny yah g pny aja  eww! #MissCOPAS,1
Nahkan bener ._. lesung pipi itu krn faktor keturunan. Bkn krn di buat (ditusuk-tusuk pake cabe) mitos itu-_-,0
Mamanya Asahi pas Asahi bayi suka nusukin pipi Asahi pakek cabe rawit ya dalem banget lesung pipinya:(,1
"kalo liat orang punya lesung pipi

orang2 
""manis banget ya""

gue
""pasti waktu kecil sering ditusuk2 pake cabe ni pipinya""",1
"1. Covid-19 akan hancur dengan air (HOAX)
2. Klorokuin digunakan untuk pengobatan Covid-19 (FAKTA) // FDA baru-baru ini mengeluarkan ijin terbatas obat ini untuk pengobatan Covid-19
3. Alkohol dapat membunuh Covid-19 dalam tubuh (HOAX)
#tangkalhoaxcovid19
#BPOMLawanHoaks
#BPOMRI",0
"ADENOVIRUS bukn virus BERAMPLOP. Sedngkn Virus Covid-19/SARS-COV-2 virus Beramplop. Virus Beramplop sangt Mudh hancur apabila terkena cairn pelarut lemak,Sinar matahri,air laut,Disinfektan. 

Sdngkn ADENOVIRUS kena DISINFEKTAN sja SUSAH hancurnya/Mati karna bukan virus Beramplop.",1
"Kalo virus covid sejenis bahan polimer yg bisa hancur kena panas .. bukannya berjemur ma minum air hangat jadi solusi .. 

Terus kan dia tuh nyari protein juga .. konsumsi protein yg banyak 

Mkn sayur ma buah .. jangan skip Wajah menikmati makanan",1
"Kalau 260 juta rakyat melakukan hal yg sama Indonesia tidak ada covid 19, semua virus  msk got dan hanyut ke laut lepas, disitu hancur krn air asin! Zero death! Tapi kalo liat di TV malah sebaliknya!",1
air hujan mengandung senyawa zat asam. semoga corona hancur lebur terbakar kandungan asam dari air hujan. Amiin,1
"""Corona akan hancur dengan air"" 
Ahli kesehatan mengatakan air biasa tidak bisa membunih virus,dan pedoman dari lembaga kesehatan merekomendasikan agar orang-orang mencuci tangan dengan air dan sabun untuk membunuh virus.
MOUSKA Layanan Disinfektan :Paku pin bulat http://mouska.co.id",0
"Corona virus jenis virus beramplop dan terdiri dari protein dan lemak.

Kekurangan virus: virus mudah hancur jika terkena pelarut lemak, seperti sabun,pemutih pakaian,sabun cuci piring. 5menit terkena sinar matahari akan hancur. Dan apabila terkena air laut virus juga akan hancur",1
"[SALAH] Virus Corona Adalah Sejenis “Jamur Atau Mould”

Penyebab wabah COVID-19 adalah SARS-Cov-2 yang menurut WHO adalah masuk keluarga virus, BUKAN jamur.

Selengkapnya di https://bit.ly/2wnTX2H
 #CoronavirusFacts",0
Corona virus sejenis jamur?. Dari sini sy pastikan tulisan anda tidak kredible ....,1
"Ada orang bikin utas terus dia bilang virus corona itu sejenis jamur. 

Ini ya kayak ngomong klo rendang itu sejenis cendol. Beda jauh, sejauh hatimu dan gebetanmu yg ditikung orang, kelues... Wajah tersenyum dengan mulut terbuka dan keringat dingin

Tp untung netijen yg ngebalesin pinter2. Minimal gak lupa pelajaran biologi dasar.",1
Virus Corona sejenis jamur... njir mau maraaah.,1
apasih virus corona itu? Virus corona tidak lain dan tidak bukan adalah sejenis jamur wkwkwkwkwk. Virus ambek jamur ae wes bedo keluargaaaa Wajah menangis kencangWajah menangis kencangWajah menangis kencang.,1
"Intinya dia bilang kalau corona itu sejenis jamur, bisa berkembang biak pakai media agar-agar and other dumbass statements gitu.",1
"""saya sebagai scientist yg berkecimpung dalam hal ( biochemistry & biotechnology) paham betul apa itu yg disebut virus.""

""Corona Virus tidak lain dan tidak bukan adalah sejenis JAMUR/MOULD""",1
"Ada 'Hoax Whiskey Halal', Mari Kenali Logo Halal dari Berbagai Negara http://detik.id/6AUbDz
",0
"Beredar Gambar Whiskey Halal, MUI: Itu Hoax dan Fitnah Pada Kemenag http://detik.id/6ZJVV6
",0
"Aneh bin ajaib..
Whiskey halal versi bar saudi
* Yang nama alcohol haram ya ttp haram sekalipun g 100%.",1
hee?? ada whiskey halal..,1
Whiskey halal? Ape ke bangang,1
Ade plakk whiskey halal!! Aduyai ape nak jd??,1
ini gimana??? oy gimana???? lama jack daniels ga pake alkohol... whiskey halal...... Wajah dengan air mata bahagiaWajah dengan air mata bahagia,1
"Abu Janda Koma, Cek Faktanya http://dlvr.it/RkTQZN
 #cekfakta",1
(3) “Berita Abu Janda Hari Ini Keadaan Koma”,1
"ASTAGFIRULLAH, Abu Janda Koma, Cek Faktanya

Jauhi berita HOAX seperti nasihat dari Nabi Muhammad SAW",0
"Disinformasi
Berita Abu Janda Hari ini dalam Keadaan Koma

https://facebook.com/satgascirt.bulelengkab.5/posts/395645808292365
 

Link Counter:
https://turnbackhoax.id/2020/10/28/salah-berita-abu-janda-hari-ini-keadaan-koma/
 https://kitabisa.com/campaign/urgentbantudista",1
"Mohon doanya kawan-kawan

Abu janda koma, cek faktanya
https://viva.co.id/amp/ragam/cek-fakta/1316703-abu-janda-koma-cek-faktanya?__twitter_impression=true


#PemudaBangkitLawanRezim 
#PemudaBangkitLawanRezim",1
"Abu Janda Koma di Rumah Sakit Diduga Kena Adzab http://share.babe.news/s/QccNpwpQvR
 

Bagi pecinta abu janda Wajah dengan air mata bahagiaWajah dengan air mata bahagia",1
Wah! Harga Vaksin Covid-19 di Indonesia 7 Kali Lebih Mahal dari Brasil,1
"[Cek Fakta] Benarkah Harga Vaksin Sinovac di Indonesia 1000% Lebih Mahal Daripada Brazil? Ini Faktanya https://bit.ly/3nVawbT
 #CekDuluMedcom #CaraBaruMenikmatiMedcom",1
Direktur Utama Bio Farma Honesti Basyir membantah harga vaksin Sinovac yang dijual ke Indonesia lebih mahal daripada yang dipasarkan ke Brasil. #TempoBisnis,0
"Bos Bio Farma Bantah Cina Jual Vaksin Lebih Mahal ke Indonesia Ketimbang Brasil
",0
Harga Beli Vaksin Indonesia 1000 Persen Lebih Mahal!,1
Bio Farma meluruskan isu soal harga vaksin Covid-19 yang dijual Sinovac China ke Indonesia lebih mahal dibandingkan ke negara lain seperti Brasil.,1
"PP Muhammadiyah Bantah Keluarkan 'Fatwa Haram' Memilih PSI
 http://tribunnews.com/nasional/2018/03/26/pp-muhammadiyah-bantah-keluarkan-fatwa-haram-memilih-psi


| Ada media abal2 penyebar fitnah yg mencatut Muhammadiyah",0
"PP Muhammadiyah tak Keluarkan Fatwa Haram Pilih PSI #FatwaHaramPilihPSI http://jpnn.com/news/pp-muhammadiyah-tak-keluarkan-fatwa-haram-pilih-psi
",0
"Simpatisan Amien rais haram memilih PSI, ingat, ini cuma simpatisan AR aja, bkn sikap resmi dari Muhammadiyah 
@psi_id
 

PP Muhammadiyah tak Keluarkan Fatwa Haram Pilih PSI #FatwaHaramPilihPSI http://jpnn.com/news/pp-muhammadiyah-tak-keluarkan-fatwa-haram-pilih-psi
",1
"Untuk saudara2ku Muhammadiyah, mari kita haramkan partai 
@psi_id
 .
Ingat 
@AntoniRaja
 , kamu itu pernah dibesarkan oleh Muhammadiyah, jangan jadi malinkundang yang tak tahu diuntung...

Cc 
@muhammadiyah


“Fatwa Haram” Memilih PSI http://sangpencerah.id/2018/03/fatwa-haram-memilih-psi/
 lewat @@sangpencerahweb",1
Sy dengar sdh ada FATWA dr Muhammadiyah tentang haram nya umat islam memilih PSI..???? Smoga benar apa adanya.,1
"Muak Dengan Ulah PSI, Laman FB warga Muhammadiyah Rilis Fatwa Haram Pilih PSI http://sholihah.net/2018/03/23/muak-dengan-ulah-psi-laman-fb-warga-muhammadiyah-rilis-fatwa-haram-pilih-psi/
",1
"Silahkan bermanuver mencari dukungan tokoh-tokoh.

 Yang jelas Mayoritas Netizen Muhammadiyah Dukung Fatwa Haram Pilih PSITengkorak",1
"Lucu! Hoax Kontroler PS dari Hidung Anjing http://detik.id/VEXFnH
 via 
@detikinet",0
kiranya selama ni kita dok gesek hidung anjing la bila main ps?,1
Wow ternyata tombol PS terbuat dari hidung anjing? #Sebarkan https://twitter.com/UnusuaIlmages/status/912443708645298177,1
Aku dengar analog joystick untuk PS dibuat guna kulit hidung anjing. Hemm make sense AnjingPudel,1
"Pernah lama gak main ps gara2 ada rumor stick ps haram analog nya terbuat dari hidung anjing. BLOKK Wajah dengan air mata bahagia
Kutip Tweet
",1
ASTAGHFIRULLAH TERNYATA ANALOG STICK PS TERBUAT DARI KULIT HIDUNG ANJING! PENYESATAN AKHLAK! https://twitter.com/UnusuaIlmages/status/912443708645298177,1
"Pangeran Bunuh Diri hingga Bangun Gereja, Hoax yang Menimpa Arab Saudi http://moslemtoday.com/pangeran-bunuh-diri-hingga-bangun-gereja-hoax-yang-menimpa-arab-saudi/
 via 
@moslemtodaycom",0
"Pangeran Bunuh Diri hingga Bangun Gereja, Hoax yang Menimpa Arab Saudi http://dlvr.it/QS0RSK",0
"Detik-Detik Pangeran Arab Saudi Bunuh Diri di Bandara London
https://youtu.be/jiGjkeXdFJs
",1
"Seperti kabar yang beredar, pangeran Arab Saudi Bandar bin Khalid bin Abdulaziz Al Saud dikabarkan bunuh diri di... https://fb.me/3IuA2PdBc",1
"Pangeran dan Putri Arab Saudi yang Mengalami Hal Tragis, Ada yang Tewas Bunuh Diri http://tz.ucweb.com/10_3KccJ
",1
"Pangeran Arab Saudi Bunuh Diri Menolak Diusir dari Inggris? via 
@tempodunia
  https://dunia.tempo.co/read/1069867/p",1
"Dikabarkan Google Meninggal, Henry Cavill padahal masih segar bugar nih kawula muda!

Aktor Inggris berusia 35 tahun ini baru saja mengetahui bahwa google menuliskan kematiannya pada 3 Maret lalu, WADAAAW

 Btw, lo pernah di gosipin yang nggak nggak gak? apa tuh #DGITM",0
Henry Cavill Pemeran Superman Meninggal? Ternyata Cuma Hoax https://goo.gl/fb/k4tVxr,0
AKTOR Laga Henry Cavill dikabarkan meninggal dunia https://fb.me/LX8fpOrI,1
"Dikabarkan telah meninggal, seperti ini ekspresi kaget Henry Cavill ‘Superman’, Ada-ada saja! https://horassumutnews.com/2018/03/06/dikabarkan-telah-meninggal-seperti-ini-ekspresi-kaget-henry-cavill-superman-ada-ada-saja/",1
"Info Menarik Terbaru Tentang (Pemeran Superman, Henry Cavill Dikabarkan Meninggal, Dia Beri Klarifikasi Kocak Ini) - http://infomenarik-terbaru.com/pemeran-superm",1
"Dikabarkan Google Meninggal, Henry Cavill Unggah Foto Ini https://goo.gl/fb/f45hBs
 #kplg #hollywood",1
"Digosipkan Meninggal, Henry Cavill Malah Asyik Latihan Jiu-jitsu https://goo.gl/fb/h9gsSV",1
"Isu 'Starbucks haram' sengaja diulang di media sosial

Jabatan Kemajuan Islam Malaysia (Jakim) mengesahkan kenyataan tular tokoh agama, Dr Zahazan Mohammad yang…",0
Ternyata isu haram starbucks udah ada dari tahun 2004 ya di Malaysia.. ckck persaingan bisnis ya Min..,0
"Saya juga bingung kenapa pula minum Starbuck haram karena LGBT terus masuk neraka. Terus di Mecca,Madina,Saudi Arabia,UAE,& Malaysia rileks je rakyat mereka yang Muslim makan kue & minum kopi di 
@Starbucks
 
@StarbucksMY
 .

Yang di Indonesia tak perlu nak ikut Iran atau Pakistan.",1
Starbucks haram di Malaysia ?,1
"Aku masih tertanya,kenapa kalau arak tu haram, kenapa di jual ni negara Malaysia? Kalau starbucks haram, kena dibina di Malaysia? Kenapa?",1
dan secara tiba tiba Starbucks telah disahkan HARAM oleh Jakim selepas lebih 100 buah cawangan di Malaysia ditubuhkan.,1
"Kalau Starbucks Coffee itu HARAM, kenapa cawangan dia masih dibuka di Malaysia ? Kebulur lah aku nak minum Starbucks lepas ni. Hmm",1
"Badan POM: Permen Jari Negatif Narkoba. Info lengkap klik -> http://bit.ly/2elYOT9
",0
Badan POM soal Hasil Uji Lab Permen Jari: Negatif Narkoba http://detik.id/VUvHRF,0
"Dugaan Permen Jari Narkoba, Ini Penjelasan Importir http://dlvr.it/MT21tC",1
"HAK JAWAB: Distributor Bantah Permen Jari Mengandung Narkoba: Permen Jari sudah terdaftar di BPOM da... http://bit.ly/2ekyx7P
 #okezone",1
HAK JAWAB: Distributor Bantah Permen Jari Mengandung Narkoba: Permen Jari sudah terdaftar di BPOM dan telah d... http://bit.ly/2ekyx7P,1
"waspada permen jari narkoba ini semakin beredar luas di Indonesia.  http://optidaily.com/entertainment/2016/3222/foto-gambar-permen-jari-narkoba-hari-ini-disita-bnn
 via 
@optidaily",1
"Permen Jari Dikabarkan Mengandung Narkoba, Ini Tindakan BNN: Kabar permen jari yang mengandung narkoba sehing... http://bit.ly/2dPlSg",1
Hoax Sari Roti Berganti Nama Menjadi Garmelia - Anti Berita Hoax http://antiberitahoax.id/2017/01/hoax-sari-roti-berganti-nama-menjadi.html,0
"[HOAX] Garmelia Bukan Sari Roti
https://m.facebook.com/story.php?story_fbid=1093055077463326&id=855770091191827",1
Benar gak sih dong SARI ROTI ganti nama jd GARMELIA..?,1
"""Sari roti"" berubah nama jadi ""Garmelia"" Wajah dengan air mata bahagia",1
"#TURNBACKHOAX :  Viral Boikot Sari Roti Yang Ganti Nama Jadi Garmelia https://goo.gl/fb/kXNfbh
 #beritabokis",1
Branding dan produk roti Garmelia kok makin mirip Sari Roti ya. Mengekorkah?,1
"[HOAX] Sari Roti Nyamar, Episode 2

Beredar Rumor tentang Sari Roti yang disamakan Dengan Roti Garmelia,dengan... http://fb.me/3dh05AUbU",1
"[SALAH] Foto “Kim Jong-un Meninggal Dunia Jadi Trending Twitter”

Foto suntingan, aslinya: foto jenazah Kim Jong Il, ayah Kim Jong Un yang diletakkan di peti kaca.

Selengkapnya di https://bit.ly/3aMRNYp
 #LawanHoax",0
"Jika Kim Jong Un Benar Meninggal, Kondisi Korea Utara Bakal Gawat http://dlvr.it/RVWw8P
",1
"Diisukan Meninggal, Kereta Kim Jong Un Terlihat di Foto Satelit http://dlvr.it/RVW8D5
",1
"Dirumorkan Meninggal, Pejabat Korsel Sebut Kim Jong Un Masih Hidup dan Sehat   https://ift.tt/3bIulgj
Dirumorkan Meninggal, Pejabat Korsel Sebut Kim Jong Un Masih Hidup dan Sehat   https://ift.tt/3bIulgj
",1
"Jika Kim Jong Un Meninggal, Korut Bakal Dipimpin Diktator Perempuan",1
"Kim Jong Un ilang, pada ribut berspekulasi... Ada yang nyariin, ada yang bilang udah meninggal, ada yang bilang masih hidup, ada yang bilang sembunyi takut corona... 
Ternyata, dia masih hidup khan...
Giliran Alloh ilang dari hati lo, lo santai santai aja brooh...?

#kimjongun",1
"Kalo Kim Jong Un beneran meninggal, terus diganti sama adik perempuannya, Kim Yo Jong, sebagai supreme leader, damn diktator perempuan pertama di dunia",1
"Anies Baswedan dinobatkan menjadi gubernur terbaik dunia?

Ini adalah foto Gubernur Jakarta Anies dan peserta forum walikota dunia #WCSMF lainnya di tahun 2019. Forum itu tidak menganugerahkan gelar ""gubernur terbaik dunia"".

http://u.afp.com/GubernurAnies
",1
"Jagad Facebook pernah dihebohkan dgn auto like dari Fanpage gabener 
@aniesbaswedan
 

Semburan dusta mulai disebar oleh bigot-bigotnya.

Strategi [FoF] GAGAL TOTALWajah menyeringaiPengeras suara publik

[Cek Fakta] Anies Dinobatkan Jadi Gubernur Terbaik Dunia? Ini Faktanya https://liputan6.com/cek-fakta/read/4162403/cek-fakta-anies-dinobatkan-jadi-gubernur-terbaik-dunia-ini-faktanya
",1
"[Cek Fakta] Anies Baswedan Dinobatkan jadi Gubernur Terbaik Dunia? Ini Faktanya https://bit.ly/3cqFmUq
 #CekDuluMedcom #CaraBaruMenikmatiMedcom",1
"[Cek Fakta] Anies Dinobatkan Jadi Gubernur Terbaik Dunia? Ini Faktanya

Setelah ditelusuri, kabar tentang Anies Baswedan yang dinobatkan sebagai gubernur terbaik di dunia ternyata tidak benar. 
@My_LoveNebe
 
@b4yuw
 
@AlvinoLulu
 
@NannyAlexendry
 
@cintada17",0
"°
°

Diunggah sendiri, diramein sendiri, dijelek²in sendiri, abis itu puas sendiri, gila sendiri Wajah tersenyum dengan mulut terbuka dan keringat dinginWajah dengan air mata bahagia

Cek Fakta : 
Beredar Foto Yg Perlihatkan Anies Baswedan Dinobatkan sebagai Gubernur Terbaik di Dunia

https://martirnews.com/2020/10/cek-fakta-beredar-foto-yang-perlihatkan.html?m=1


Tangan menulis Ediez Eidelweiss 
https://m.facebook.com/story.php?story_fbid=223941569065243&id=100043482041850
",1
"Setelah ditelusuri, kabar tentang Anies Baswedan yang dinobatkan sebagai gubernur terbaik di dunia ternyata tidak benar. Gambar yang disebarkan oleh akun facebook Moeh Fadhil Sembiring ternyata bukan penobatan gubernur terbaik di dunia.
",0
"Abu Janda Demo 
@aniesbaswedan
 itu bukan karena banjir tapi karena iri sama ini,  
@aniesbaswedan
 dinobatkan sebagai  Gubernur terbaik didunia 
Ya Maklum aja deh",1
Mungkin mereka pake dalil tinta cumi adl darah jd cumi haram,1
"1. Cumi hewan laut. Dan hukum asal hewan laut itu HALAL. Baik hidup atau mati (bangkai), baik kulit, daging, ataupun darahnya

Jadi apa yg terkandung dlm hewan laut, semuanya HALAL. Termasuk tinta cumi.Kilauan cahaya",0
"1. CAIRAN HITAM CUMI-CUMI
Katanya, tinta hitam cumi-cumi itu haram dimakan?
#fikih",1
